Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
1989,6,19,1,848,850,955,955,PI,1150,NA,67,65,NA,0,-2,RIC,EWR,278,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,11,4,6,725,725,911,902,DL,356,NA,106,97,NA,9,0,PBI,ATL,545,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,3,8,3,1720,1720,1952,1932,TW,54,NA,152,132,NA,20,0,SAT,STL,786,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,3,24,5,1302,1300,2127,2111,AA,32,NA,325,311,NA,16,2,LAX,JFK,2475,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,11,15,3,2007,1842,2221,2028,EA,370,NA,74,46,NA,113,85,HSV,ATL,151,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,3,15,3,1845,1845,2008,2008,US,2530,NA,83,83,NA,0,0,SMF,LAX,373,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,11,6,1,1417,1400,1803,1747,UA,766,NA,166,167,NA,16,17,ORD,FLL,1182,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,2,15,3,2040,1955,29,2328,AA,1296,NA,169,153,NA,61,45,DFW,PBI,1103,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,11,17,5,1035,1035,1219,1235,WN,770,NA,44,60,NA,-16,0,STL,IND,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,2,15,3,1910,1835,2113,2036,US,289,NA,123,121,NA,37,35,PHL,ATL,665,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,3,7,2,1302,1257,1742,1712,AA,116,NA,220,195,NA,30,5,DFW,EWR,1372,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,11,6,1,2126,2125,2230,2222,US,2570,NA,64,57,NA,8,1,SAN,LAS,258,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,4,23,7,1109,1110,1345,1404,PI,1615,NA,96,114,NA,-19,-1,ORD,BWI,622,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,6,4,7,1159,1159,1254,1257,TW,611,NA,55,58,NA,-3,0,STL,CID,228,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,10,19,4,630,630,730,735,WN,959,NA,60,65,NA,-5,0,MSY,HOU,303,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,15,7,1641,1641,1719,1720,DL,389,NA,38,39,NA,-1,0,MCO,SRQ,104,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,9,23,6,1859,1900,2027,2022,NW,985,NA,88,82,NA,5,-1,ORD,MSP,334,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,3,19,7,856,855,1051,1036,UA,1212,NA,115,101,NA,15,1,SFO,PDX,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,4,25,2,1249,1250,1519,1522,CO,218,NA,90,92,NA,-3,-1,PHX,DEN,602,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,7,18,2,1055,1055,1240,1245,CO,831,NA,105,110,NA,-5,0,MCI,IAH,643,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,4,14,5,1628,1620,1733,1724,PI,1091,NA,65,64,NA,9,8,BWI,RDU,255,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,9,20,3,830,828,1206,1201,AA,924,NA,156,153,NA,5,2,DFW,CLE,1021,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,6,9,5,1038,1025,1219,1159,PI,1223,NA,101,94,NA,20,13,LGA,GSO,461,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,6,2,5,1010,1010,1112,1110,PA (1),721,NA,122,120,NA,2,0,MIA,MSY,674,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,6,3,6,634,630,902,910,PI,1717,NA,88,100,NA,-8,4,STL,CLT,575,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,8,22,2,1218,1217,1331,1329,TW,301,NA,133,132,NA,2,1,STL,COS,774,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,8,10,4,1927,1925,2324,2330,CO,248,NA,177,185,NA,-6,2,IAH,PHL,1324,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,4,25,2,1214,1215,1314,1317,US,154,NA,60,62,NA,-3,-1,ROC,BOS,343,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,3,22,3,1613,1613,1942,1948,AA,1125,NA,149,155,NA,-6,0,MCO,SJU,1189,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,9,28,4,700,700,1023,1025,CO,1234,NA,143,145,NA,-2,0,SFO,DEN,967,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,4,19,3,1943,1940,2105,2100,PI,1918,NA,82,80,NA,5,3,BWI,CLT,361,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,8,3,4,653,655,749,748,UA,1158,NA,56,53,NA,1,-2,SEA,GEG,224,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,4,18,2,1001,1000,1301,1305,AA,302,NA,120,125,NA,-4,1,ORD,LGA,733,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,4,6,4,855,855,1055,1049,UA,1220,NA,120,114,NA,6,0,SFO,PHX,651,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,12,6,3,1100,1100,1421,1403,DL,627,NA,141,123,NA,18,0,DFW,CVG,812,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,8,30,3,1636,1635,1755,1752,US,252,NA,79,77,NA,3,1,PIT,BDL,406,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,11,30,4,1833,1835,1930,1925,US,2915,NA,57,50,NA,5,-2,LAX,FAT,209,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,8,24,4,501,500,743,742,AA,1306,NA,102,102,NA,1,1,ABQ,DFW,569,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,12,11,1,1320,1320,1403,1405,WN,231,NA,43,45,NA,-2,0,DAL,AUS,189,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,2,16,4,925,925,1129,1130,HP,1267,NA,64,65,NA,-1,0,SNA,PHX,338,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,8,10,4,1500,1500,1616,1617,AA,1469,NA,76,77,NA,-1,0,SJC,LAX,308,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,8,8,2,2004,2000,2121,2112,US,1631,NA,77,72,NA,9,4,DCA,CLT,331,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,3,13,1,1650,1650,1744,1732,CO,509,NA,114,102,NA,12,0,TUL,DEN,541,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,7,7,5,2125,2110,2243,2215,UA,1173,NA,78,65,NA,28,15,SFO,SBA,262,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,12,25,1,1002,1005,1559,1605,UA,252,NA,237,240,NA,-6,-3,ONT,ORD,1700,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,2,18,6,2000,2000,2203,2205,WN,922,NA,63,65,NA,-2,0,SAN,PHX,304,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,10,18,3,1905,1900,2110,2051,AA,463,NA,125,111,NA,19,5,BNA,DFW,631,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,8,29,2,1652,1652,1821,1814,DL,210,NA,89,82,NA,7,0,ATL,CVG,373,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,5,19,5,1824,1705,1916,1800,WN,540,NA,52,55,NA,76,79,PHX,LAS,256,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,10,6,5,700,700,1247,1252,UA,102,NA,227,232,NA,-5,0,LAX,ORD,1745,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,3,15,3,2025,2025,2259,2259,NW,442,NA,154,154,NA,0,0,DTW,MCO,957,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,10,9,1,1815,1815,2001,2005,EA,648,NA,106,110,NA,-4,0,ATL,DTW,594,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,4,4,2,2013,1747,2145,1940,AA,330,NA,92,113,NA,125,146,TUL,ORD,585,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,11,20,1,717,715,717,711,UA,353,NA,60,56,NA,6,2,MBS,ORD,222,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,10,16,1,1613,1615,1717,1727,UA,1079,NA,64,72,NA,-10,-2,MFR,SFO,329,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,7,9,7,1645,1645,1754,1750,DL,475,NA,69,65,NA,4,0,LEX,ATL,303,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,2,5,7,1123,1120,1234,1225,PI,1829,NA,71,65,NA,9,3,BWI,OAJ,304,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,3,14,2,817,817,919,905,DL,1080,NA,122,108,NA,14,0,DFW,COS,592,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,5,3,3,1317,1315,1418,1413,PI,1777,NA,61,58,NA,5,2,LGA,SYR,198,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,3,29,3,1259,1259,1454,1500,TW,804,NA,115,121,NA,-6,0,ATL,JFK,760,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,9,21,4,1435,1343,1646,1540,NW,1002,NA,71,57,NA,66,52,IND,DTW,231,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,8,17,4,2157,2200,2326,2326,AA,357,NA,89,86,NA,0,-3,SFO,LAX,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,4,21,5,1300,1300,1752,1800,HP,584,NA,172,180,NA,-8,0,PHX,MSP,1276,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,5,14,7,1336,1335,1429,1444,US,262,NA,53,69,NA,-15,1,PIT,SYR,279,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,10,29,7,1524,1525,1703,1707,AA,223,NA,99,102,NA,-4,-1,RDU,MLB,547,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,10,23,1,1358,1400,1708,1659,UA,76,NA,130,119,NA,9,-2,ORD,LGA,733,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,7,21,5,924,919,1013,1010,DL,749,NA,229,231,NA,3,5,ATL,LAS,1747,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,11,21,2,1045,1020,1152,1120,US,1207,NA,67,60,NA,32,25,RNO,SFO,192,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,2,22,3,827,805,935,912,UA,871,NA,128,127,NA,23,22,CHS,ORD,760,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,12,28,4,718,720,823,825,NW,1019,NA,65,65,NA,-2,-2,GRB,MSP,252,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,4,29,6,1200,1200,1446,1434,PA (1),514,NA,166,154,NA,12,0,TPA,JFK,1005,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,6,5,1,1557,1555,1852,1908,AA,660,NA,115,133,NA,-16,2,ORD,PVD,849,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,6,3,6,1309,1309,1433,1420,DL,1040,NA,84,71,NA,13,0,DFW,LIT,304,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,23,1,1123,1120,1644,1700,CO,232,NA,201,220,NA,-16,3,DEN,MCO,1545,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,7,8,6,810,810,858,900,WN,959,NA,108,110,NA,-2,0,HOU,ABQ,759,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,11,5,7,1235,1235,1444,1456,EA,330,NA,69,81,NA,-12,0,MSY,ATL,425,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,12,21,4,800,800,1014,1014,DL,1431,NA,194,194,NA,0,0,STL,SLC,1156,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,12,29,5,1654,1655,1801,1808,US,2453,NA,67,73,NA,-7,-1,BUR,OAK,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,5,23,2,835,835,1020,1015,CO,1611,NA,165,160,NA,5,0,DEN,PDX,992,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,2,20,1,932,930,1038,1040,CO,1061,NA,126,130,NA,-2,2,IAH,ABQ,744,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,2,17,5,1715,1705,1957,1957,CO,1788,NA,162,172,NA,0,10,MIA,EWR,1086,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,3,1,3,930,915,1156,1125,PI,1075,NA,146,130,NA,31,15,BOS,CLT,728,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,11,3,134,23,222,112,TW,336,NA,48,49,NA,70,71,TPA,MIA,204,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,10,2,1346,1338,1505,1455,DL,375,NA,79,77,NA,10,8,ATL,MCO,403,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,12,4,1225,1225,1340,1335,EA,237,NA,75,70,NA,5,0,ATL,JAX,270,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,7,28,5,749,750,845,844,CO,759,NA,56,54,NA,1,-1,DFW,IAH,224,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,19,4,758,800,902,905,PI,1808,NA,64,65,NA,-3,-2,MIA,GNV,295,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,8,4,5,1426,1420,1606,1609,DL,766,NA,100,109,NA,-3,6,MIA,ATL,595,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,5,13,6,1040,1030,1320,1328,UA,438,NA,100,118,NA,-8,10,DEN,DFW,641,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,30,1,2022,2011,2108,2057,AA,1084,NA,46,46,NA,11,11,ORD,MKE,67,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,5,17,3,700,700,928,919,DL,959,NA,88,79,NA,9,0,IND,ATL,432,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,11,9,4,NA,830,NA,1050,CO,1025,NA,NA,140,NA,NA,NA,EWR,ATL,745,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1989,10,18,3,1851,1851,1950,1945,DL,511,NA,59,54,NA,5,0,ATL,SAV,215,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,5,1,1,952,955,1229,1217,NW,1070,NA,97,82,NA,12,-3,RAP,MSP,490,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,4,7,5,658,700,1025,1035,NW,1228,NA,147,155,NA,-10,-2,MKE,TPA,1075,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,11,1,3,2144,2045,2256,2200,NW,1197,NA,252,255,NA,56,59,DTW,LAS,1750,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,3,14,2,830,830,1056,1111,DL,922,NA,86,101,NA,-15,0,PDX,SLC,630,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,6,18,7,1006,955,1243,1229,DL,1194,NA,97,94,NA,14,11,ELP,DFW,551,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,10,2,2120,2120,2243,2246,US,2564,NA,83,86,NA,-3,0,SNA,SFO,372,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,5,10,3,1936,1935,2043,2047,AA,1093,NA,67,72,NA,-4,1,RDU,SAV,293,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,11,6,1,1903,1905,2101,2050,NW,399,NA,238,225,NA,11,-2,MSP,SMF,1518,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,8,25,5,2252,2255,2352,2345,DL,1886,NA,60,50,NA,7,-3,BIS,FSD,295,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,7,31,1,1618,1550,1643,1616,UA,737,NA,85,86,NA,27,28,OKC,DEN,495,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,3,16,4,1532,1535,1707,1708,US,2515,NA,95,93,NA,-1,-3,LAS,SFO,414,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,5,6,6,2133,2133,2151,2150,DL,1591,NA,78,77,NA,1,0,SLC,LAS,368,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,5,4,1026,1025,1120,1125,PI,1475,NA,54,60,NA,-5,1,ATL,CLT,227,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,10,9,1,2117,2115,2253,2313,CO,1111,NA,156,178,NA,-20,2,DEN,SEA,1024,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,8,3,4,1100,1100,1058,1104,NW,1553,NA,58,64,NA,-6,0,SDF,BHM,323,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,12,19,2,2140,2100,2329,2255,WN,964,NA,49,55,NA,34,40,ABQ,AMA,277,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,4,26,3,1504,1505,1751,1755,UA,434,NA,107,110,NA,-4,-1,TUS,DEN,639,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,7,27,4,1324,1325,1441,1445,US,558,NA,77,80,NA,-4,-1,PIT,ORH,451,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,6,29,4,2155,2151,2308,2300,AA,599,NA,73,69,NA,8,4,DFW,ICT,328,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,2,22,3,2003,1955,2138,2125,HP,184,NA,95,90,NA,13,8,SEA,RNO,564,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,3,27,1,706,705,824,831,AA,515,NA,78,86,NA,-7,1,CLE,RDU,416,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,6,22,4,943,945,1225,1240,US,560,NA,102,115,NA,-15,-2,MCI,PIT,773,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,6,25,7,1509,1500,2106,2107,UA,112,NA,237,247,NA,-1,9,LAX,ORD,1745,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,10,2,1611,1600,1714,1724,CO,374,NA,63,84,NA,-10,11,EWR,BOS,200,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,5,20,6,1809,1749,1915,1900,AA,547,NA,66,71,NA,15,20,SMF,ONT,389,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,3,18,6,2022,1840,2129,1954,UA,1501,NA,67,74,NA,95,102,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,9,13,3,930,930,1012,1020,WN,711,NA,42,50,NA,-8,0,HOU,SAT,192,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,8,19,6,610,610,734,737,DL,799,NA,144,147,NA,-3,0,MCO,DFW,984,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,27,5,1144,1144,1241,1242,DL,1499,NA,117,118,NA,-1,0,ATL,MCI,692,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,4,27,4,2244,2244,2350,2342,DL,275,NA,186,178,NA,8,0,DFW,LAX,1235,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,3,15,3,1345,1345,1533,1530,PI,1269,NA,168,165,NA,3,0,BWI,MSY,998,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,3,1,3,759,800,917,919,AA,213,NA,78,79,NA,-2,-1,SNA,SFO,372,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,3,2,4,1930,1915,2004,1930,HP,31,NA,94,75,NA,34,15,PHX,LAX,370,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,10,31,2,600,600,650,651,DL,1901,NA,50,51,NA,-1,0,LAS,LAX,236,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,7,12,3,820,820,1142,1147,AA,874,NA,142,147,NA,-5,0,SLC,DFW,988,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,7,20,4,1053,1013,1240,1155,PI,1243,NA,107,102,NA,45,40,CLT,RSW,600,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,10,5,4,700,700,752,756,AA,1225,NA,112,116,NA,-4,0,ATL,ORD,606,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,11,15,3,1807,1805,1817,1823,AA,1207,NA,70,78,NA,-6,2,SLC,RNO,422,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,3,16,4,1335,1335,1643,1654,AA,468,NA,128,139,NA,-11,0,BNA,EWR,748,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,7,6,4,1535,1535,1648,1633,TW,685,NA,73,58,NA,15,0,STL,CID,228,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,12,21,4,1020,1020,1602,1600,UA,400,NA,222,220,NA,2,0,SAN,ORD,1723,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,11,17,5,2051,2045,14,2355,DL,189,NA,203,190,NA,19,6,BOS,FLL,1237,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,9,23,6,2043,2043,2105,2115,AA,673,NA,82,92,NA,-10,0,PIT,ORD,412,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,4,12,3,919,905,1054,1046,DL,839,NA,95,101,NA,8,14,MIA,ATL,595,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,12,27,3,1312,1300,1450,1432,AA,516,NA,98,92,NA,18,12,SNA,SMF,404,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,4,5,3,913,850,1024,1000,CO,362,NA,71,70,NA,24,23,BUF,EWR,282,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,2,20,1,745,745,818,759,NW,823,NA,93,74,NA,19,0,ATL,MEM,332,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,8,13,7,2250,2220,111,43,CO,1242,NA,81,83,NA,28,30,DEN,MCI,533,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,20,5,235,240,443,445,HP,389,NA,68,65,NA,-2,-5,COS,ICT,404,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,10,22,7,1629,1629,1718,1725,DL,865,NA,49,56,NA,-7,0,MCO,MIA,193,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,2,22,3,901,902,1004,1012,AA,1025,NA,123,130,NA,-8,-1,SDF,DFW,733,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,12,31,7,1658,1620,2001,1915,AA,562,NA,123,115,NA,46,38,ORD,DCA,612,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,3,17,5,2207,2000,41,2233,UA,906,NA,94,93,NA,128,127,ORD,SYR,607,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,3,2,930,930,1214,1230,CO,378,NA,104,120,NA,-16,0,ORD,EWR,719,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,4,4,2,1803,1737,1900,1840,PI,1443,NA,57,63,NA,20,26,CLT,ORF,290,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,9,5,2,1746,1734,1858,1842,US,1453,NA,72,68,NA,16,12,CLT,JAX,329,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,16,1,950,950,1135,1155,EA,104,NA,105,125,NA,-20,0,ATL,EWR,745,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,6,30,5,1315,1315,1430,1422,CO,247,NA,75,67,NA,8,0,MSY,IAH,305,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,3,26,7,1629,1630,1732,1800,CO,360,NA,63,90,NA,-28,-1,EWR,BOS,200,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,11,26,7,1915,1915,2205,2144,CO,650,NA,170,149,NA,21,0,FLL,EWR,1065,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,10,31,2,1514,1450,1619,1540,WN,445,NA,125,110,NA,39,24,HOU,ELP,677,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,6,28,3,1140,1140,1325,1333,AA,932,NA,105,113,NA,-8,0,MLB,RDU,547,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,7,29,6,2045,2041,2226,2229,DL,826,NA,101,108,NA,-3,4,CVG,LGA,585,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,8,4,5,1657,1650,1753,1743,US,76,NA,56,53,NA,10,7,PIT,DCA,205,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,7,30,7,1305,1310,1600,1608,NW,676,NA,115,118,NA,-8,-5,MSP,PIT,726,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,11,1,3,1439,1430,1534,1534,US,739,NA,55,64,NA,0,9,PIT,DTW,201,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,10,2,1534,1535,1705,1723,PI,1012,NA,91,108,NA,-18,-1,GSO,BOS,645,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,11,24,5,1101,1100,1326,1340,US,1048,NA,85,100,NA,-14,1,MSY,CLT,651,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,10,22,7,825,825,1009,1007,DL,1859,NA,164,162,NA,2,0,MSP,SLC,991,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,6,2,5,1421,1415,1556,1606,DL,264,NA,95,111,NA,-10,6,FLL,ATL,581,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,7,22,6,1221,1207,1357,1338,UA,277,NA,156,151,NA,19,14,DEN,SJC,948,NA,NA,0,NA,0,NA,NA,NA,NA,NA
